controller,steps,wall_time_mean_s,cpu_time_mean_s,freq_mean_hz,energy_step_mean_J,power_mean_W,wall_time_mean_ms,cpu_time_mean_ms
PID,4800,4.794549894730151e-05,4.723760520832705e-05,22753.343988040106,0.43015602101047534,4.301560210104753,0.047945498947301504,0.04723760520832705
MPC,4800,0.036771913376858596,0.03676163864000013,28.88659713902301,1.1687353053912932,11.687353053912931,36.7719133768586,36.76163864000013
PPO,494,0.00029665752027362266,0.0002939296659918504,3553.945619633031,0.8022324252618578,8.022324252618578,0.2966575202736227,0.2939296659918504
