controller,scenario_id,time,target_x,target_y,target_z,x,y,z,error,cmd_surge,cmd_sway,cmd_heave,cmd_roll,cmd_pitch,cmd_yaw,thruster_1_power_W,thruster_2_power_W,thruster_3_power_W,thruster_4_power_W,thruster_5_power_W,thruster_6_power_W,total_power_W,total_step_energy_J,total_cum_energy_J
SMC,1,2.0,0.0,0.0,-0.5,0.012166986241936684,0.013940304517745972,-0.47555702924728394,0.030656589234242908,-0.1773113990202546,-0.20177618600428104,0.9421037137508392,0.0,0.0,0.0,0.0008488841628223918,0.05177804108047105,0.05177804108047105,0.0008488841628223918,0.3411590085549385,0.3411590085549385,0.7875718675964639,0.07875718675964641,70.48734873286867
SMC,1,2.1,0.0,0.0,-0.5,0.014011552557349205,0.016024990007281303,-0.47990837693214417,0.029271098840009772,-0.1973149785771966,-0.2244217460975051,0.5328410863876343,0.0,0.0,0.0,0.0009900402926134675,0.06075729140329285,0.06075729140329285,0.0009900402926134675,0.1451126682057912,0.1451126682057912,0.413719999803395,0.041371999980339504,70.528720732849
SMC,1,2.2,0.0,0.0,-0.5,0.015969732776284218,0.01824226602911949,-0.4833621680736542,0.02940459294111085,-0.2176819508895278,-0.24768073111772537,0.1893008127808571,0.0,0.0,0.0,0.0011526346413499246,0.07042447268972049,0.07042447268972049,0.0011526346413499246,0.030728225973697613,0.030728225973697613,0.20461066660953608,0.020461066660953604,70.54918179950995
SMC,1,2.3000000000000003,0.0,0.0,-0.5,0.01803414709866047,0.020586511120200157,-0.4860779047012329,0.030706019592031158,-0.23847687523812056,-0.4074167017824948,-0.09615853428840637,0.0,0.0,0.0,0.015404029410423611,0.11515365362204372,0.11515365362204372,0.015404029410423611,0.011124756716758773,0.011124756716758773,0.28336487949845224,0.02833648794984522,70.5775182874598
SMC,1,2.4000000000000004,0.0,0.0,-0.5,0.020199432969093323,0.022998230531811714,-0.48818621039390564,0.03281007962081643,-0.38964001927524805,-0.5861453246325254,-0.33076368272304535,0.0,0.0,0.0,0.01932402957547858,0.21382954382016295,0.21382954382016295,0.01932402957547858,0.07097174738283177,0.07097174738283177,0.6082506415569465,0.060825064155694664,70.6383433516155
SMC,1,2.5,0.0,0.0,-0.5,0.02238522469997406,0.02541372925043106,-0.4897933602333069,0.03537133605915368,-0.5543576553463936,-0.7784448331221938,-0.5210363119840622,0.0,0.0,0.0,0.023532159519899738,0.3413382563172856,0.3413382563172856,0.023532159519899738,0.14031715051013655,0.14031715051013655,1.0103751326946437,0.10103751326946436,70.73938086488496
SMC,1,2.6,0.0,0.0,-0.5,0.024507610127329826,0.027767468243837357,-0.49098485708236694,0.038117293301742516,-0.7248158450238407,-0.9778288286179304,-0.672655301168561,0.0,0.0,0.0,0.028232574652453876,0.49285856636949527,0.49285856636949527,0.028232574652453876,0.20582476288674112,0.20582476288674112,1.4538318078173804,0.14538318078173806,70.88476404566669
SMC,1,2.7,0.0,0.0,-0.5,0.026482438668608665,0.029992729425430298,-0.4918288588523865,0.04083688190689778,-0.8920789277181029,-1.1767299519851804,-0.7902449928224087,0.0,0.0,0.0,0.033690340440637144,0.6601107884232701,0.6601107884232701,0.033690340440637144,0.2620905722440477,0.2620905722440477,1.91178340221591,0.19117834022159103,71.07594238588828
SMC,1,2.8000000000000003,0.0,0.0,-0.5,0.028228996321558952,0.03202343359589577,-0.4923783242702484,0.04336434564850274,-1.0466587753035128,-1.366843655705452,-0.8773900894448161,0.0,0.0,0.0,0.0401918043195437,0.8317788709607469,0.8317788709607469,0.0401918043195437,0.3066181484370386,0.3066181484370386,2.3571776474346584,0.23571776474346587,71.31166015063175
SMC,1,2.9000000000000004,0.0,0.0,-0.5,0.029673464596271515,0.03379605710506439,-0.4926730990409851,0.04556721907970867,-1.1790976487100124,-1.53945776168257,-0.9364696778357029,0.0,0.0,0.0,0.04798896073604991,0.9943597975205773,0.9943597975205773,0.04798896073604991,0.3381032533309384,0.3381032533309384,2.760904023175131,0.27609040231751314,71.58775055294927
SMC,1,3.0,0.0,0.0,-0.5,0.03075261227786541,0.03525138273835182,-0.49274125695228577,0.04733996723183516,-1.2807089346460998,-1.6857581213116646,-0.9685148618882522,0.0,0.0,0.0,0.05718707974583478,1.1334322553822471,1.1334322553822471,0.05718707974583478,0.3556052827042879,0.3556052827042879,3.092449235664739,0.309244923566474,71.89699547651574
SMC,1,3.1,0.0,0.0,-0.5,0.03141621872782707,0.036336250603199005,-0.4925996959209442,0.048601094715197954,-1.3440093956887722,-1.7972086160443723,-0.9729780885390937,0.0,0.0,0.0,0.06768150453189482,1.2350467346139014,1.2350467346139014,0.06768150453189482,0.35806622701585106,0.35806622701585106,3.3215889323232943,0.3321588932323294,72.22915436974807
SMC,1,3.2,0.0,0.0,-0.5,0.03163059055805206,0.037005774676799774,-0.4922543168067932,0.04929419059697333,-1.1157668265514076,-1.8661172781139612,-0.9472585283219814,0.0,0.0,0.0,0.14418912141929885,1.1422795798913117,1.1422795798913117,0.14418912141929885,0.3439628636155841,0.3439628636155841,3.26086312985239,0.3260863129852389,72.55524068273331
SMC,1,3.3000000000000003,0.0,0.0,-0.5,0.031525228172540665,0.03722511976957321,-0.4916994571685791,0.049481800335942454,-0.9246840397827327,-1.8860121676698327,-0.8859900757670403,0.0,0.0,0.0,0.20909504810807777,1.0453389546443554,1.0453389546443554,0.20909504810807777,0.31113728366442106,0.31113728366442106,3.131142572833709,0.31311425728337083,72.86835494001667
SMC,1,3.4000000000000004,0.0,0.0,-0.5,0.031192263588309288,0.036972690373659134,-0.49091601371765137,0.04921845129630686,-0.7605282025178894,-1.852715736022219,-0.7800664845854044,0.0,0.0,0.0,0.25321072448933096,0.9371437233775364,0.9371437233775364,0.25321072448933096,0.2570432468287972,0.2570432468287972,2.894795389391329,0.2894795389391329,73.1578344789558
SMC,1,3.5,0.0,0.0,-0.5,0.030696015805006027,0.0362410843372345,-0.4898683726787567,0.0485624489952503,-0.6162231811322272,-1.528980793664232,-0.6147925183176994,0.0,0.0,0.0,0.1934503272783858,0.6970102467330043,0.6970102467330043,0.1934503272783858,0.1798463509866794,0.1798463509866794,2.140613849996139,0.21406138499961389,73.37189586395542
SMC,1,3.6,0.0,0.0,-0.5,0.03008071519434452,0.03513661026954651,-0.48849907517433167,0.04766237593409444,-0.48710082191973925,-1.2498054653406143,-0.36694949492812157,0.0,0.0,0.0,0.147764755275217,0.5078095383018444,0.5078095383018444,0.147764755275217,0.08293124998863731,0.08293124998863731,1.4770110871313973,0.14770110871313974,73.51959697266857
