time,x,y,z,error
0.0,0.0,0.0,0.0,0.0
0.1,0.001733492943458259,-0.001470494200475514,0.0002144325408153236,0.021320330662187584
0.2,0.006495250388979912,-0.00273033045232296,0.0004922694060951471,0.04065124278674018
0.30000000000000004,0.014452355913817883,-0.0021302038803696632,0.0007763019530102611,0.05671211490873845
0.4,0.025864485651254654,0.0010003425413742661,0.000535166182089597,0.06883144384814156
0.5,0.040119439363479614,0.007909027859568596,-0.00017875216144602746,0.07633576572079956
0.6000000000000001,0.056772567331790924,0.018643705174326897,-0.0018321903189644217,0.07932280533094667
0.7000000000000001,0.07515755295753479,0.033550847321748734,-0.0044553386978805065,0.07774830193856797
0.8,0.09512738138437271,0.05184181034564972,-0.008590714074671268,0.07228318576742607
0.9,0.11614581942558289,0.07300253212451935,-0.014384475536644459,0.06363784453957412
1.0,0.13783058524131775,0.09625685960054398,-0.021487746387720108,0.05291176800024131
1.1,0.15979991853237152,0.12056362628936768,-0.02926046773791313,0.04173343615317541
1.2000000000000002,0.18178629875183105,0.14463593065738678,-0.03695916011929512,0.03237829770456677
1.3,0.20338788628578186,0.1680210530757904,-0.043782543390989304,0.02659117025650885
1.4000000000000001,0.22419166564941406,0.19064153730869293,-0.049518465995788574,0.025170164927029497
1.5,0.2439993917942047,0.2120380848646164,-0.054180096834897995,0.027283491035037213
1.6,0.26273730397224426,0.23170533776283264,-0.05775652453303337,0.030703333554020343
1.7000000000000002,0.280308336019516,0.24950706958770752,-0.06030843034386635,0.03367532692307109
1.8,0.29662325978279114,0.26553425192832947,-0.06197531521320343,0.035402823430469806
1.9000000000000001,0.3116551339626312,0.279973566532135,-0.06292135268449783,0.035652523466566464
2.0,0.3254837989807129,0.2930450141429901,-0.0633225366473198,0.034500815209220964
2.1,0.33829107880592346,0.30497854948043823,-0.06334984302520752,0.032199545883128455
2.2,0.3502967655658722,0.31601181626319885,-0.06313556432723999,0.029065662044520678
2.3000000000000003,0.36171120405197144,0.3264113664627075,-0.06276343762874603,0.025435045447666147
2.4000000000000004,0.37272384762763977,0.33645573258399963,-0.06229614466428757,0.02166108356091038
2.5,0.3834976553916931,0.34639275074005127,-0.06180015206336975,0.018117870312369968
2.6,0.39416977763175964,0.35639241337776184,-0.06135198101401329,0.0152110069790319
2.7,0.4048584997653961,0.3665209114551544,-0.06102417781949043,0.013364025996017158
2.8000000000000003,0.4156705439090729,0.37674111127853394,-0.06087180972099304,0.012861797255808494
2.9000000000000004,0.4267028272151947,0.38692986965179443,-0.060921937227249146,0.013593026040882323
3.0,0.4380399286746979,0.3969060182571411,-0.0611698143184185,0.0151066346145318
3.1,0.4497450590133667,0.4064732491970062,-0.0615791417658329,0.01694977339807346
3.2,0.4618525207042694,0.41551047563552856,-0.062082890421152115,0.018868274180126467
3.3000000000000003,0.4743696451187134,0.42401036620140076,-0.06260959804058075,0.02078544856256905
3.4000000000000004,0.4872756004333496,0.4320114850997925,-0.06312035769224167,0.022694122846825707
3.5,0.5005053877830505,0.43949753046035767,-0.06360968202352524,0.024591154057672867
3.6,0.5139497518539429,0.44639721512794495,-0.06408211588859558,0.02647885011846055
3.7,0.5274860262870789,0.4526601731777191,-0.06454188376665115,0.028374194322615523
3.8000000000000003,0.5410037040710449,0.4582882821559906,-0.06499634683132172,0.03029643089411743
3.9000000000000004,0.5544121265411377,0.4633256793022156,-0.06545732170343399,0.032254212346084984
4.0,0.5676391124725342,0.4678432047367096,-0.06593738496303558,0.03424277049403179
4.1000000000000005,0.5806328058242798,0.47193196415901184,-0.06644673645496368,0.03624652969480726
4.2,0.5933616757392883,0.4756945073604584,-0.06699401140213013,0.03824082281871998
4.3,0.605809211730957,0.47923198342323303,-0.0675884485244751,0.04019448589686759
4.4,0.6179720759391785,0.4826357364654541,-0.06824052333831787,0.042076023253944675
4.5,0.6298589706420898,0.48598241806030273,-0.06896090507507324,0.04386117209790095
4.6000000000000005,0.6414820551872253,0.48932015895843506,-0.06976094841957092,0.045536850353425695
4.7,0.6528462171554565,0.4926510155200958,-0.07065355777740479,0.047101555042547955
4.800000000000001,0.6639419198036194,0.49591541290283203,-0.07165199518203735,0.048562668404594195
4.9,0.6747488379478455,0.4989999234676361,-0.072764091193676,0.04993340460184548
5.0,0.6852477788925171,0.5017613172531128,-0.0739886462688446,0.0512275937507445
5.1000000000000005,0.6954310536384583,0.5040557980537415,-0.0753161609172821,0.052454988692759844
5.2,0.7053110003471375,0.5057744979858398,-0.07673081010580063,0.05362290673281385
5.300000000000001,0.7149202823638916,0.5068614482879639,-0.07821550220251083,0.05473825342106272
5.4,0.7243035435676575,0.5073017477989197,-0.07975883781909943,0.055804166118070715
5.5,0.7335052490234375,0.5070973634719849,-0.08135876804590225,0.05681552968409409
5.6000000000000005,0.7425642609596252,0.5062565207481384,-0.08301999419927597,0.057760942311950524
5.7,0.7515156865119934,0.5047958493232727,-0.08474870771169662,0.05862874916751387
5.800000000000001,0.7603948712348938,0.5027427077293396,-0.08654895424842834,0.059411090300191705
5.9,0.7692360281944275,0.500131368637085,-0.08842174708843231,0.06010420646434546
6.0,0.7780691385269165,0.49699681997299194,-0.09036541730165482,0.06070743801950125
6.1000000000000005,0.78691565990448,0.4933704733848572,-0.09237616509199142,0.06122282439748866
6.2,0.7957850694656372,0.4892779588699341,-0.09444843977689743,0.0616553753316306
6.300000000000001,0.8046734929084778,0.48473918437957764,-0.09657493978738785,0.06201373217003838
6.4,0.8135628700256348,0.47977009415626526,-0.0987469032406807,0.06231030431963965
