time,error
0.0,0.0
0.1,0.0005798701683929913
0.2,0.0016719641728734573
0.3,0.0032045991408767775
0.4,0.005104263686567965
0.5,0.007297726766395829
0.6,0.009713995184633516
0.7,0.012286045978822047
0.8,0.01495224205834042
0.9,0.01765737411294094
1.0,0.02035324955710689
1.1,0.02299873868236733
1.2,0.02555932102107996
1.3,0.02800634676727227
1.4,0.030316171091464398
1.5,0.03246918424895015
1.6,0.034449207780271565
1.7,0.03624316846028943
1.8,0.03784099200523005
1.9,0.03923603540634119
2.0,0.040425446538944046
2.1,0.04141087487757895
2.2,0.042198810917481316
2.3,0.04280035838830969
2.4,0.043231000931473
2.5,0.0435097538210357
2.6,0.043658517582134244
2.7,0.04369981753483282
2.8,0.04365465594530202
2.9,0.04354014338782538
3.0,0.04336726572521727
3.1,0.04313874355049272
3.2,0.042848453776808404
3.3,0.04248091822342077
3.4,0.0420132557792119
3.5,0.04141754312091705
3.6,0.04066498885677843
3.7,0.039736253266086534
3.8,0.03862226529857794
3.9,0.037325433738012274
4.0,0.03585994579750817
4.1,0.03425186224364055
4.2,0.03253934371708236
4.3,0.030772838213067463
4.4,0.029016366056966454
4.5,0.02734835252736899
4.6,0.025856148572422143
4.7,0.024626848289541
4.8,0.02373304688711002
4.9,0.023216834223503395
5.0,0.023077900063899228
5.1,0.023272123219032857
5.2,0.02372232590793635
5.3,0.024335775472871562
5.4,0.0250209565214352
5.5,0.025699028126664844
5.6,0.02630938547165723
5.7,0.026810979127796446
5.8,0.027180669860316697
5.9,0.027410554118352595
6.0,0.0275045791588048
6.1,0.02747531394122994
6.2,0.027340802362418665
6.3,0.02712184557815281
6.4,0.026839938331837433
6.5,0.02651598716649445
6.6,0.026169431060298485
6.7,0.025817747580994643
6.8,0.02547627278022012
6.9,0.0251583284243017
7.0,0.024875459914701206
7.1,0.02463744120034744
7.2,0.024452306237008684
7.3,0.024325907895849538
7.4,0.024261143328556313
7.5,0.024257092286673863
7.6,0.02430818919487982
7.7,0.024403755471327906
7.8,0.024528020338392718
7.9,0.024661148630933726
8.0,0.02478096342813084
8.1,0.02486500191633675
8.2,0.024892790091049347
8.3,0.024848341911403636
8.4,0.024722007615797643
8.5,0.024511583726313034
8.6,0.02422285693099655
8.7,0.02386923376055118
8.8,0.02347070186682404
8.9,0.023051554877875167
9.0,0.022637648513672465
9.1,0.02225282204571988
9.2,0.021915400021878903
9.3,0.021635304761950327
9.4,0.021411749207399123
9.5,0.021235946663659418
9.6,0.021095293293684064
9.7,0.020977954556271855
9.8,0.020877025222703807
9.9,0.02079389156988432
10.0,0.0207404837242095
10.1,0.02074013713230633
10.2,0.020824835833755138
10.3,0.021027024942015495
10.4,0.021367571322105493
10.5,0.021844033231646486
10.6,0.022424041965333066
10.7,0.02305271672724252
10.8,0.023666753932191836
10.9,0.024204872256670017
11.0,0.024614431941992327
11.1,0.02485579332206068
11.2,0.02490406506721791
11.3,0.02474933671961051
11.4,0.02439637721050581
11.5,0.02386286969869929
11.6,0.02317884744106564
11.7,0.022387182079193865
11.8,0.02154477875882451
11.9,0.020726719336639905
12.0,0.02002169494861909
12.1,0.019514711108438405
12.2,0.019265272269541597
12.3,0.019288747051080062
12.4,0.01955143985428611
12.5,0.01998368934166909
12.6,0.020499502293393625
12.7,0.021012840406124424
12.8,0.021448610073828023
12.9,0.021748369992599943
13.0,0.021872441680161395
13.1,0.021804251427588402
13.2,0.021550652029720466
13.3,0.02113903541572432
13.4,0.020612704219365768
13.5,0.02002462146670457
13.6,0.019430548667186912
13.7,0.018882936379093378
13.8,0.01842526212601592
13.9,0.018088299377729402
14.0,0.01788876570711032
14.1,0.017830843565525594
14.2,0.017909920508221298
14.3,0.01811727307797692
14.4,0.018444540742551356
14.5,0.018886589844406332
14.6,0.019442116304768935
14.7,0.02011253692799857
14.8,0.020898228621811527
14.9,0.021795143806451252
15.0,0.022790135483503948
15.1,0.023857936034433987
15.2,0.024960069258355762
15.3,0.026046178782675195
15.4,0.027057068462037332
15.5,0.027929915697776347
15.6,0.028604226096455694
15.7,0.02903075984620236
15.8,0.02917537031294511
15.9,0.029019070128427818
16.0,0.028557206028400377
16.1,0.02780577163869099
