num_timesteps,env_idx,episode_reward,episode_length,episode_time_sec,tracking_dist,velocity_error,action_cost,target_x,target_y,target_z,target_yaw
3458,0,-110.289615,72.0,10.74992,3.0287140991143664,0.629219539789309,2.3934288024902344,0.48825580858780193,-0.4261011170060304,-0.5,2.6015168199899605
3526,0,-97.392472,68.0,10.870615,3.0334806921439466,0.7290511091835905,3.644939661026001,-0.16298381203012585,0.16080451363412515,-0.5,2.37675335297287
3602,0,-121.798959,76.0,11.006299,3.016026727882989,0.40211506953743253,10.637299537658691,0.6182558256205348,0.48593481561617996,-0.5,0.2911373918701223
3668,0,-90.327472,66.0,11.126021,3.0543960969553456,0.8169519783328573,6.530027389526367,0.9995033420977283,-0.031497348287811686,-0.5,-1.6023615523363615
3793,0,-281.575686,125.0,11.34778,3.0038618115525337,0.40731004926253256,2.3105905055999756,0.9115546279836114,0.37481210947311405,-0.5,-1.014902354182048
3876,0,-117.039105,83.0,11.494903,3.0102771700501427,0.20316701001337736,1.8915555477142334,-0.5573951369105115,-0.4627758350430465,-0.5,0.4278607606829921
3975,0,-182.90572,99.0,11.668846,3.0003628903881254,0.20656184997644406,2.2204058170318604,0.9980186141825143,0.06279469153980505,-0.5,-1.5074596443377335
4103,0,-298.396753,128.0,14.61388,3.031681656594751,0.5534363533258976,5.724323749542236,-0.9917225000408795,0.12733687130536142,-0.5,-1.7028019670404346
4218,0,-248.527364,115.0,14.846411,3.002727674339105,0.22117050423318305,6.9818010330200195,-0.8059570044599597,-0.47710565321913273,-0.5,-0.46789057067772827
4302,0,-117.076957,84.0,14.99148,3.020490984605051,0.25769439133781646,2.678180694580078,0.8926285509978347,0.4023906440697074,-0.5,-0.9212691629021064
4428,0,-313.574371,126.0,15.210204,3.0128063504777653,0.4802708178616836,7.234540939331055,-0.9967993904655836,-0.07968770672977182,-0.5,-1.489994000645004
4500,0,-89.322058,72.0,15.346533,3.001393553725313,0.6864734524494923,11.776734352111816,0.6435460937796672,-0.4925749160218717,-0.5,2.920924703811481
4565,0,-77.273609,65.0,15.469372,3.0226386242533834,0.8340236221341053,13.613859176635742,0.9753194838465514,-0.21534891744286344,-0.5,-1.810736153192945
4643,0,-100.864592,78.0,15.616426,3.015075113329332,0.5505770829615618,7.64691162109375,-0.985315418795083,-0.16823673034294523,-0.5,-1.3914289446697958
4784,0,-296.40918,141.0,15.87795,3.027886871914119,0.6931159095356331,5.846678256988525,-0.9866505435436985,-0.16067780535969886,-0.5,-1.4004887241378627
4858,0,-94.537579,74.0,16.016191,3.0255860189702615,0.49204660737032613,6.912161827087402,0.6321688640431361,0.48982380822807053,-0.5,0.253484266866756
4955,0,-157.65612,97.0,16.195996,3.0152900002586054,0.20207062677330329,12.031883239746094,-0.3966977036907239,-0.36414838255110243,-0.5,0.6412662310599514
5082,0,-297.973815,127.0,16.430767,3.0291549979918893,0.38350397986775314,3.1065893173217773,-0.8253398866408528,-0.46601680154337644,-0.5,-0.5705744607132386
5172,0,-145.690334,90.0,16.598304,3.012832108754282,0.26011129741451233,7.360630035400391,0.9845688580216412,-0.17229719790134998,-0.5,-1.7550961444956652
5257,0,-108.611346,85.0,16.758003,3.017034450853916,0.3440267196701583,4.698598861694336,-0.993876937956145,0.10981612585931434,-0.5,-1.6835738840024448
5325,0,-96.942366,68.0,16.884794,3.009871372627617,0.7710185213814644,6.196942329406738,0.99319793542304,0.11564620821531152,-0.48469779034316923,-1.4516793860081187
5414,0,-135.375305,89.0,17.050162,3.011707419681026,0.19981857359230265,5.296651363372803,0.035157644689318576,0.035135909491942355,-0.5,0.7844697797169147
5497,0,-105.22699,83.0,17.20575,3.0089525879481265,0.33565506665203054,2.111302137374878,-0.8574033143022571,-0.441258395828006,-0.5,-0.7403854149495395
5576,0,-116.43909,79.0,17.356887,3.012540599139713,0.43748353919693594,5.549883842468262,0.87400714375389,0.4246914953859911,-0.5,-0.8266732331144794
5640,0,-76.303559,64.0,17.476429,3.045175062412743,0.7353298082084536,5.2515764236450195,0.12853063826474584,-0.12746454582992048,-0.5,2.3688278237480573
5762,0,-271.953071,122.0,17.721688,3.0316727430582073,0.38788637186804314,9.185264587402344,-0.9462546342774438,-0.30604011786802504,-0.5,-1.1825694020389426
5851,0,-185.618503,89.0,17.916913,3.01993162589854,0.19279836466005232,6.623335838317871,0.8162071055374872,0.4715713534108015,-0.5,-0.5220637102352647
5962,0,-212.99084,111.0,18.1351,3.0063535614754957,0.14454236794998504,7.476522445678711,-0.6412316969523295,-0.49204742470379625,-0.5,0.22749616497569589
6069,0,-184.054229,107.0,18.346928,3.0132308424107452,0.1930587082135004,5.794884204864502,-0.5418351312610772,-0.4554041891911747,-0.5,0.45656680265712024
6148,0,-91.759312,79.0,22.549634,3.03942353215163,0.22530026139617576,6.901264190673828,-0.11136212322833598,-0.11066943900578434,-0.5,0.7759605780003985
6222,0,-102.959542,74.0,22.72423,3.030509653679658,0.6464881402645778,9.314765930175781,0.77615172059957,-0.4893995157554786,-0.5,-2.8275106974271815
6334,0,-229.991961,112.0,22.939186,3.017761409865706,0.16077811640518472,4.567534923553467,0.5191046747188808,0.4436843065377659,-0.5,0.4946955558068373
6469,0,-306.27606,135.0,23.200178,3.041927198624485,0.5295138398120963,6.567800521850586,0.8243011421573717,0.46667940531312035,-0.5,-0.5650509033694852
6533,0,-99.191137,64.0,23.322148,3.052740754335715,0.8482552964786102,2.9866347312927246,0.9967994907606387,0.07968646818266799,-0.49692286924980444,-1.4899952917396926
6652,0,-266.821438,119.0,23.550176,3.0127524903249077,0.19187403111301757,5.211073398590088,0.5858709773259237,0.4747923840193888,-0.5,0.36912490204056464
6762,0,-197.313479,110.0,23.75609,3.0171233222384544,0.14411474316229,1.3066186904907227,-0.6387065322000364,-0.4914530164667827,-0.5,0.23485650127210939
6828,0,-78.363042,66.0,23.889912,3.0704529841916886,0.8313762955226479,1.623321533203125,0.9945442745451903,0.10374620417077819,-0.4887636288889836,-1.4645617059803229
6895,0,-80.497018,67.0,24.053583,3.0573815766236225,0.7978858007424214,7.008586883544922,0.9855408996779879,-0.16698778585842672,-0.5,-1.7486559762373943
6967,0,-84.729187,72.0,24.188542,3.01252577181247,0.738934787282884,9.054014205932617,0.8251842871870252,-0.46611657119579963,-0.5,-2.5718456534377547
7034,0,-85.573477,67.0,24.308163,3.0307600001480752,0.8349785598078174,8.258953094482422,0.9824591978758866,-0.183206710257313,-0.5,-1.7685920406327138
7100,0,-88.610237,66.0,24.436866,3.003509939984434,0.8358346925328672,7.3993425369262695,0.9835097662476285,-0.1778726823503843,-0.5,-1.761947789954084
7170,0,-79.977214,70.0,24.574837,3.077215505768878,0.7901508007067382,8.390620231628418,0.998769906469284,0.04952402299729933,-0.5,-1.521007459799495
7291,0,-255.438871,121.0,24.812421,3.0031293781683464,0.415577455192555,9.879898071289062,0.9731820867198167,0.2238670515532863,-0.5,-1.318993540183972
7361,0,-97.917042,70.0,24.96406,3.0404085847102853,0.6799335786850029,10.488826751708984,0.9131262368328248,0.3722604968504673,-0.38362926763563565,-1.022574468245951
7481,0,-264.242594,120.0,25.218324,3.0266447819996265,0.15124543803472248,2.638995409011841,-0.19664637479043834,-0.19280675180084583,-0.5,0.7550291664694802
7551,0,-88.37827,70.0,25.365106,3.042197314512015,0.7525781503420303,11.599485397338867,0.9747495027688965,0.21766269204648273,-0.5,-1.3276659432190367
7613,0,-94.69716,62.0,25.498858,3.0573913663169336,0.8473229225219409,6.671147346496582,0.9900030243167401,-0.1396360989732613,-0.5,-1.7166439388424666
7690,0,-109.596409,77.0,25.680084,3.0460446517701585,0.5869224194775454,5.753971576690674,0.9930128097054713,-0.11718207433815353,-0.5,-1.69159271630783
7761,0,-83.996649,71.0,25.866256,3.039979288082313,0.43459233448505485,1.8399229049682617,-0.15373651717566983,-0.1519088786913397,-0.5,0.7671700996090918
7892,0,-320.210078,131.0,26.206764,3.001480599690588,0.40960286392856854,9.061527252197266,0.6909980452889456,0.4994925154251467,-0.5,0.06223258767390777
7977,0,-116.824401,85.0,26.471869,3.0343671541180983,0.39343985794851377,1.6750504970550537,-0.9997939584620547,0.020294601383138093,-0.5,-1.591109058027621
8102,0,-322.876596,125.0,26.999597,3.0086893243456454,0.504019585173776,2.652174472808838,-0.9942000311069247,-0.10692295775073271,-0.5,-1.4611444451796192
8186,0,-112.868847,84.0,27.369791,3.0343234008484594,0.35450941669419794,13.743043899536133,0.9895276282415368,0.14283197359830016,-0.5,-1.4213001276949067
8257,0,-90.519162,71.0,32.888861,3.0454355711387597,0.5528377490768175,6.294225215911865,0.5849688047248126,0.47444233712557593,-0.5,0.3711187569137408
8379,0,-243.095154,122.0,33.129491,3.024889190346006,0.30382392743220554,3.906477451324463,-0.7298755388060253,-0.49892836430152215,-0.5,-0.09543552134613803
8449,0,-100.914245,70.0,33.266454,3.003693516332078,0.7452352709541057,1.1238951683044434,-0.6687290438783557,0.49720418864044713,-0.5,3.000502671745656
8514,0,-85.468928,65.0,33.394567,3.0277239453659317,0.759705193561635,4.251647472381592,-0.3290302822683562,0.31070966900076563,-0.5,2.4490172987799124
8637,0,-290.535285,123.0,33.636458,3.011717266630619,0.27239859633131996,3.2530438899993896,-0.6278186128716333,-0.4886686937587227,-0.5,0.2655435946632652
8708,0,-102.257587,71.0,33.777102,3.0734755895317534,0.6925864018048296,2.2507152557373047,0.35405059264946465,-0.33111741548542684,-0.5,2.4661249469316777
8775,0,-85.804245,67.0,33.90948,3.0061315300433478,0.8100481077402697,2.842109441757202,0.9849990350778669,0.16997128307076018,-0.46578947126619274,-1.3893276854025378
8864,0,-155.19176,89.0,34.083899,3.0110093633406594,0.2357805162646527,1.2644091844558716,0.8032541721275289,-0.4784474327804681,-0.5,-2.687911157398159
8927,0,-105.804816,63.0,34.207744,3.083425389942071,0.8635314388708597,3.96252179145813,0.9044797383303369,-0.3857756152061198,-0.5,-2.16141174203331
9020,0,-177.164763,93.0,34.390176,3.0051923042039577,0.18530114470386508,6.340424537658691,0.6970750502099222,-0.4998015346684842,-0.5,3.1023202193764354
9092,0,-122.589885,72.0,34.531533,3.0356080377189723,0.7438958249829706,4.647459983825684,-0.8729197451922914,0.42586597181035113,-0.5,-2.320518344528362
9213,0,-328.004847,121.0,34.769649,3.009889326386303,0.4237613903664139,3.3065924644470215,-0.8792448283253287,0.4188460018784858,-0.5,-2.2880635463500947
9319,0,-190.314248,106.0,34.979814,3.0105976456870733,0.18371282629618232,4.191250801086426,-0.5225217626442064,-0.4455156133355481,-0.5,0.4892340200773542
9472,0,-318.731477,153.0,35.292921,3.0133813532484726,0.6936206890514761,0.645653247833252,-0.9991213426258827,0.041874303184214055,-0.5,-1.612830438227259
9543,0,-80.889473,71.0,35.438221,3.015614714355733,0.7470945714654987,7.460017681121826,0.9999944810511705,-0.00332231024526102,-0.5,-1.5741187164958457
9617,0,-108.121205,74.0,35.587172,3.0471119063072853,0.6254662436363386,6.800045013427734,0.811856909775763,-0.47400789592133136,-0.5,-2.6425679042799577
9698,0,-134.348605,81.0,35.748656,3.0222876937405196,0.5015750106939673,5.507264137268066,-0.958933922114604,0.27198201605458194,-0.5,-1.896752627468927
9765,0,-96.661242,67.0,35.88291,3.031061253755976,0.773221770315801,8.817416191101074,0.9608862101690427,0.26611117091515213,-0.43006154033956445,-1.2546458334129047
9938,0,-403.408997,173.0,36.221569,3.0159246197601783,0.39855736995666236,5.9053544998168945,-0.9994211939253973,-0.03399908590493986,-0.5,-1.5367118350305986
10005,0,-87.284673,67.0,36.35288,3.022723611651665,0.8069192742867972,1.2306902408599854,0.7998451405089891,-0.48007219140094376,-0.5,-2.705775512246478
10085,0,-110.005786,80.0,36.50982,3.006445833245898,0.3464590558110545,2.2657554149627686,0.6951397105576971,0.49971832598817695,-0.5,0.04665237968944377
10156,0,-97.489281,71.0,36.649618,3.0276358655329028,0.6980185728301908,2.830721855163574,-0.3937655528227244,0.36195359049769843,-0.5,2.4977510270000494
10233,0,-112.591156,77.0,36.801308,3.019174386778743,0.6110071971218534,3.3580141067504883,-0.9832267862840485,-0.17932796975974483,-0.5,-1.3778409546756936
10296,0,-92.303173,63.0,39.376792,3.027557760862054,0.8845253862010849,4.040748596191406,0.9994835691571193,0.032117421013258325,-0.5,-1.5386069329674783
10373,0,-107.632538,77.0,39.528927,3.030651018718963,0.5701408204961561,10.065423011779785,-0.548057121583251,0.45841739605455833,-0.5,2.6962367412413153
10491,0,-277.04709,118.0,39.763957,3.006301033719336,0.35099792038201805,2.20517635345459,-0.9705987706561181,-0.2336262217680387,-0.5,-1.3049880916394876
10622,0,-302.383613,131.0,40.03047,3.0056191150972618,0.3385183985296576,6.854658603668213,0.6256899699066205,0.48808312047885666,-0.5,0.27134846970557214
10699,0,-102.253711,77.0,40.180076,3.0329639010156138,0.5910150907237006,18.267560958862305,0.9306950652833177,-0.3404445089997537,-0.5,-2.034009831102985
10815,0,-235.18677,116.0,40.403105,3.0102411638775712,0.23031877084069713,13.28304672241211,0.8005555522466733,0.4797397581105193,-0.5,-0.43953427489485936
10901,0,-117.205465,86.0,40.566956,3.0040299077485972,0.1953370932050152,18.856496810913086,0.7320513917129351,0.49870957937421606,-0.5,-0.10500471892160204
10965,0,-89.116948,64.0,40.675918,3.076216154980055,0.8801787957629834,8.288920402526855,0.993558878257772,0.11258716816321551,-0.485745114925102,-1.4550125929468498
11037,0,-77.30338,72.0,40.798323,3.0295316574478974,0.6577519950201761,16.505523681640625,0.4191322537512961,-0.3805407318675465,-0.5,2.521242300887228
11148,0,-231.751032,111.0,40.985645,3.0110037702430836,0.12461954410549862,4.1104512214660645,-0.45124163782727905,-0.4026888527768367,-0.5,0.5863152730309978
11219,0,-86.558153,71.0,41.104861,3.047786589564124,0.7485646258133207,1.8095475435256958,0.9160605457588618,-0.36737691545093354,-0.5,-2.1047299680932987
11302,0,-105.202797,83.0,41.246445,3.0051934957527053,0.14523648296410865,3.648029088973999,-0.048090967634360805,-0.048035324463346074,-0.5,0.7836589153351249
11432,0,-303.323034,130.0,41.466211,3.013849974003476,0.3419905198610769,7.345889568328857,-0.41557283063744566,-0.3779883847326559,-0.5,0.623816887866416
11508,0,-112.072823,76.0,41.593946,3.0202751493004407,0.633867327079298,11.787975311279297,-0.8333151536421811,0.46065512057425195,-0.5,-2.528600514429169
11593,0,-106.32739,85.0,41.737591,3.018535141235538,0.24922072228616446,5.233712673187256,0.7992697499437555,0.48033908731024216,-0.5,-0.4328087678525079
11726,0,-230.842374,133.0,41.966103,3.004163175032483,0.5317791599871601,3.9581360816955566,0.9320023255973775,0.33780638048282097,-0.5,-1.1138727938498592
11795,0,-108.590199,69.0,42.084644,3.04234824715667,0.7485010025822806,7.942142009735107,-0.6332498940082314,0.49010210646996644,-0.5,2.8911464105298714
11866,0,-100.713158,71.0,42.209234,3.001707336906179,0.7320446651515596,12.820838928222656,-0.8423055106397281,0.4540030036766787,-0.5,-2.4808563376917556
11999,0,-261.149426,133.0,42.439864,3.043524866592372,0.3114352393992195,5.688240051269531,0.37314152547386514,0.3461911679167484,-0.5,0.6609951258932769
12127,0,-299.44253,128.0,42.660205,3.026507296524291,0.3620339327140533,1.9761210680007935,0.6922221380362187,0.4995659847347547,-0.5,0.05765795322243516
12201,0,-98.984378,74.0,42.785403,3.025850746312381,0.6285795209971443,8.932071685791016,-0.2143029455617414,0.209324097360795,-0.5,2.392582567550301
12272,0,-97.272099,71.0,42.907856,3.0434426543939153,0.7013921118118355,1.6981968879699707,0.9536819609058946,0.2868835085873624,-0.5,-1.2188028042399854
12350,0,-92.430045,78.0,45.543539,3.004663821013931,0.5679749410734201,4.417483329772949,0.969390781193808,0.23800767316690677,-0.5,-1.2985463523282719
12412,0,-87.022602,62.0,45.653023,3.008773751104629,0.6177492402439679,6.630545616149902,0.43065387079670303,0.38867251306049416,-0.5,0.6087246312702843
12615,0,-596.394839,203.0,46.011791,3.004335706598818,0.4706936968317968,9.892707824707031,0.7563623265219809,-0.49477661769311515,-0.5,-2.924671582176103
12699,0,-105.464181,84.0,46.162249,3.0149914998175125,0.2155350123149366,3.190251350402832,0.7685692418252746,0.4917049415458487,-0.5,-0.2762853276776013
12773,0,-111.749424,74.0,46.292612,3.0475356072873288,0.5515689771229556,6.18375825881958,0.8510220079194593,0.44689720738695105,-0.5,-0.7068291730003066
12842,0,-78.719755,69.0,46.41222,3.010344769577105,0.8101808081042978,4.637592315673828,0.9612183895497025,-0.265092822483056,-0.5,-1.8852701674511199
12917,0,-105.344698,75.0,46.540137,3.0558117248177634,0.5235320548140049,6.228848934173584,0.8644595857628828,0.43456584107123924,-0.5,-0.777254646384756
12999,0,-119.942858,82.0,46.689248,3.0294738356862934,0.4691463498147179,2.9779157638549805,-0.9989652105079138,-0.04543379214557407,-0.5,-1.52515824680117
13072,0,-87.350006,73.0,46.822495,3.000488861624172,0.6847772419551494,11.813276290893555,0.9180065127439079,-0.3640495343734536,-0.5,-2.095278617694324
13150,0,-98.177594,78.0,46.958401,3.0151344324052745,0.5226336693385404,5.419377326965332,-0.42796330660753656,0.38679157167458955,-0.5,2.5300966485457677
13214,0,-87.226364,64.0,47.070575,3.0540620224832717,0.8645054296750655,5.468567371368408,0.9789476011796042,-0.19981467843484602,-0.5,-1.789887046921542
13286,0,-103.389665,72.0,47.196251,3.0404518060773484,0.6829850495538553,2.105072498321533,0.7491167389755914,-0.49624339859826644,-0.5,-2.9589517378134667
13411,0,-251.14942,125.0,47.410713,3.018301323892822,0.20093077765079795,1.137492060661316,0.0802037194434942,0.07994534257091744,-0.5,0.7805372199787795
13528,0,-223.073033,117.0,47.608429,3.0179734351898215,0.31752030526891234,3.4054081439971924,0.988833556171437,0.1473600832061799,-0.5,-1.4160915392859479
13596,0,-80.459562,68.0,47.73465,3.0319621937448002,0.798741805855229,4.376119613647461,0.9250816180246305,-0.3513167200959421,-0.5,-2.0610533487961002
13714,0,-231.491783,118.0,47.958488,3.0158790100880952,0.3796548419604339,3.580354928970337,-0.9980441704770789,-0.062390404806291384,-0.5,-1.5078744022027293
13786,0,-92.093822,72.0,48.098127,3.0419850627062206,0.7403357838664025,7.335659027099609,0.9880206352823951,-0.15247314304427678,-0.5,-1.7314398881067792
13854,0,-96.011288,68.0,48.224311,3.025523162949866,0.7745290038322783,2.1981616020202637,0.9554644472957244,0.28196351574693745,-0.5,-1.227591042799464
13920,0,-86.527509,66.0,48.347175,3.034412763567976,0.859162793717617,4.697286128997803,0.987040606779172,0.15839108175334088,-0.4698762759942063,-1.4031994129103724
14000,0,-108.893114,80.0,48.495581,3.0050324237793453,0.43324512473182414,8.260213851928711,-0.2831793142809479,0.27158793031237394,-0.5,2.422505622593334
14062,0,-90.595463,62.0,48.611627,3.007475244375393,0.8472505900135666,1.975450038909912,0.9923508245968309,0.12250546179930995,-0.48234361567640127,-1.4441471007290376
14142,0,-117.857529,80.0,48.758808,3.0405638425863835,0.46258909711207313,4.796065330505371,0.78401060882268,-0.48667256635266964,-0.5,-2.7876822287788108
14215,0,-99.912252,73.0,48.89457,3.0633517667535277,0.6728127700229217,9.533998489379883,0.9642536551735974,0.25550882160795635,-0.5,-1.2717684674658374
14339,0,-324.828378,124.0,50.043465,3.0127615327526134,0.18056809762729034,3.2212235927581787,0.014519613493840013,0.014518082906690098,-0.5,0.7852400101172272
14479,0,-213.934452,140.0,50.161713,3.0029645917072454,0.7446194531836211,16.93552017211914,0.9908992720426111,0.1333804626463666,-0.5,-1.4320273850842233
14604,0,-264.007677,125.0,50.247947,3.013427148572437,0.49147635499242986,7.217653751373291,-0.9990811300130534,0.04281963879114936,-0.5,-1.6137868786794496
14714,0,-239.291293,110.0,50.325435,3.000207938504814,0.2407127191658356,2.7256875038146973,-0.8832505475845056,-0.41415736865018515,-0.5,-0.8739387785779889
14858,0,-205.321113,144.0,50.429494,3.0662523112580033,0.707276224976828,8.563398361206055,0.9927213661882809,0.11955716085033039,-0.5,-1.447394810822614
14935,0,-100.148873,77.0,50.485242,3.0071255125508904,0.6142093698713982,4.941309928894043,-0.9987986523353601,-0.04894370318492379,-0.5,-1.5215970190675145
15008,0,-89.063752,73.0,50.539405,3.01348452711347,0.6723779345091716,4.9598774909973145,0.966410938831241,0.24836929837041466,-0.5,-1.2829038699089972
15124,0,-261.42121,116.0,50.625104,3.0170705996791267,0.40035477116779394,2.9945554733276367,-0.9941079388735383,0.1077560083259405,-0.5,-1.6813468703371008
15193,0,-73.499693,69.0,50.674584,3.0277481048099517,0.7875864465121635,5.155151844024658,0.9928404066042491,0.1185932260824161,-0.5,-1.4484532918654713
15301,0,-202.634843,108.0,50.752358,3.002375827375959,0.16838005448937535,9.497879028320312,-0.537361301721086,-0.45318480355896684,-0.5,0.46441529031465173
15384,0,-111.980802,83.0,50.809321,3.0194528412028427,0.40237751402576816,9.076839447021484,0.8178347650378639,-0.4706255698699615,-0.5,-2.61089484453965
15455,0,-103.289164,71.0,50.857496,3.039231879270691,0.7367207938406921,7.2363715171813965,-0.6408534159151592,0.4919596301889581,-0.5,2.912987937028645
15541,0,-141.413353,86.0,50.916767,3.003035593704966,0.32412322468788884,7.503354549407959,-0.8729995453754406,0.4257802291099052,-0.5,-2.320107192666257
15608,0,-80.549944,67.0,50.964469,3.0260754169644195,0.7962418230582801,9.105563163757324,0.9549048448129872,0.28352270986997585,-0.5,-1.2248271807890163
15724,0,-227.030754,116.0,51.045661,3.00544943747196,0.14388440287686619,10.150458335876465,-0.014149827618303287,-0.014148411024976913,-0.5,0.7852479650972417
15851,0,-261.761033,127.0,51.132951,3.006700466684508,0.22326409371624326,16.041566848754883,-0.29626614339564833,-0.2829654007099763,-0.5,0.7121110482640111
