num_timesteps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean
108544,0.014653620310127735,0.1900390625,0.2,-8.104157561063767,0.8308397531509399,0.0003,-0.0317421481013298,-0.025355179508915172,0.02749425210058689,nan,nan,nan,nan,nan
110592,0.014622120186686516,0.16220703125,0.2,-8.089395400881767,0.7880076766014099,0.0003,-0.0004952265881001949,-0.022871489980025216,0.026776750062708743,nan,nan,nan,nan,nan
112640,0.013197991997003555,0.14375,0.2,-8.097505927085876,0.752746045589447,0.0003,-0.028560852631926537,-0.022928228582895827,0.01855037480563624,nan,nan,nan,nan,nan
114688,0.012901149690151215,0.154248046875,0.2,-8.103207883238792,0.818107545375824,0.0003,-0.03768277168273926,-0.02204968797886977,0.019070248428033666,nan,nan,nan,nan,nan
116736,0.011661725118756294,0.128662109375,0.2,-8.098024502396584,0.7526623606681824,0.0003,-0.012918227352201939,-0.017549589631380515,0.03606332291674334,nan,nan,nan,nan,nan
118784,0.011965624988079071,0.13671875,0.2,-8.073663663864135,0.6684237718582153,0.0003,-0.015906069427728653,-0.01928455573070096,0.04235512140148785,nan,nan,nan,nan,nan
120832,0.009988576173782349,0.109814453125,0.2,-8.063858461380004,0.7981452345848083,0.0003,-0.008557101711630821,-0.018325755260593723,0.019237294502090663,nan,nan,nan,nan,nan
122880,0.011505765840411186,0.13818359375,0.2,-8.049910727143288,0.8714629411697388,0.0003,-0.042864006012678146,-0.021158938070584554,0.01441652509965934,nan,nan,nan,nan,nan
124928,0.01658458448946476,0.1751953125,0.2,-8.016165018081665,0.7698233127593994,0.0003,-0.027979230508208275,-0.021508197170624042,0.03575439184496645,nan,nan,nan,nan,nan
126976,0.012417970225214958,0.139990234375,0.2,-7.962551707029343,0.8058664202690125,0.0003,-0.006437370087951422,-0.020943659180193207,0.03196507631946588,nan,nan,nan,nan,nan
129024,0.011956981383264065,0.140673828125,0.2,-7.910625031590461,0.8168970346450806,0.0003,-0.02349374257028103,-0.021193578554084526,0.020774143186281437,nan,nan,nan,nan,nan
131072,0.011740429326891899,0.136767578125,0.2,-7.897846779227256,0.8665978908538818,0.0003,-0.008863238617777824,-0.02236537393182516,0.022891503044229468,nan,nan,nan,nan,nan
133120,0.012535002082586288,0.15693359375,0.2,-7.901102669537067,0.8211100697517395,0.0003,-0.034923966974020004,-0.019515492430946323,0.03831789819232654,nan,nan,nan,nan,nan
135168,0.014997541904449463,0.166552734375,0.2,-7.928093229234219,0.8162211179733276,0.0003,-0.028981290757656097,-0.024237089959933657,0.02385815895686392,nan,nan,nan,nan,nan
137216,0.014554059132933617,0.16962890625,0.2,-7.906316819787025,0.6149656176567078,0.0003,-0.020035628229379654,-0.023928132552464378,0.04547522959474008,nan,nan,nan,nan,nan
139264,0.011608418077230453,0.1318359375,0.2,-7.872392758727074,0.7752975821495056,0.0003,-0.01860726624727249,-0.021932904468849303,0.031822307375841775,nan,nan,nan,nan,nan
141312,0.01403169147670269,0.162158203125,0.2,-7.844561395049095,0.8247020244598389,0.0003,-0.02134229615330696,-0.021714160290139263,0.025149712586426176,nan,nan,nan,nan,nan
143360,0.0134000638499856,0.164013671875,0.2,-7.8005303084850315,0.792392909526825,0.0003,-0.01811557076871395,-0.02265605236461852,0.025457163029932416,nan,nan,nan,nan,nan
145408,0.013956855982542038,0.157373046875,0.2,-7.7750569701194765,0.8124625086784363,0.0003,-0.03507865220308304,-0.02153765151524567,0.03993361853645183,nan,nan,nan,nan,nan
147456,0.01593761146068573,0.167041015625,0.2,-7.761034916341305,0.8342950344085693,0.0003,-0.029743429273366928,-0.022098938761337193,0.030835910610039718,nan,nan,nan,nan,nan
149504,0.015812767669558525,0.18173828125,0.2,-7.744246277213096,0.8058333396911621,0.0003,-0.030261870473623276,-0.02571649950259598,0.026470789368613624,nan,nan,nan,nan,nan
151552,0.012825658544898033,0.1541015625,0.2,-7.726608797907829,0.8601593375205994,0.0003,0.0031079743057489395,-0.023739430133718997,0.029170287156011908,nan,nan,nan,nan,nan
153600,0.014001203700900078,0.168408203125,0.2,-7.712444691359996,0.94471275806427,0.0003,-0.02219415083527565,-0.020200624724384397,0.020541095695807598,nan,nan,nan,nan,nan
155648,0.013985724188387394,0.15390625,0.2,-7.705049550533294,0.8513410091400146,0.0003,-0.026142064481973648,-0.019865337533701677,0.04114304971881211,nan,nan,nan,nan,nan
157696,0.012563773430883884,0.1578125,0.2,-7.702463994920254,0.7810325622558594,0.0003,-0.02892395295202732,-0.022039620846044272,0.04393478524580132,nan,nan,nan,nan,nan
159744,0.013988173566758633,0.163427734375,0.2,-7.653252556920052,0.8869209289550781,0.0003,-0.025826044380664825,-0.022266357129410608,0.03773517208173871,nan,nan,nan,nan,nan
161792,0.014789405278861523,0.18154296875,0.2,-7.6232262924313545,0.9196555018424988,0.0003,-0.01885264180600643,-0.020648650609655306,0.0206875877091079,nan,nan,nan,nan,nan
163840,0.014192206785082817,0.161572265625,0.2,-7.621651646494866,0.7554755806922913,0.0003,-0.0531330332159996,-0.021330121220671572,0.024756797426380216,nan,nan,nan,nan,nan
165888,0.017720835283398628,0.203076171875,0.2,-7.615330962836742,0.9058080911636353,0.0003,-0.03145400807261467,-0.024867955823719968,0.0201791018655058,nan,nan,nan,nan,nan
167936,0.01371998805552721,0.171533203125,0.2,-7.609289775788784,0.8781590461730957,0.0003,0.0008462085388600826,-0.02380302952224156,0.022463788208551706,nan,nan,nan,nan,nan
169984,0.014482968486845493,0.146923828125,0.2,-7.611209772527218,0.8844559192657471,0.0003,-0.03096442110836506,-0.017912138148676603,0.010138252840260976,nan,nan,nan,nan,nan
172032,0.012546725571155548,0.156787109375,0.2,-7.598127202689648,0.7280746698379517,0.0003,-0.008396327495574951,-0.016313353630721394,0.009098941763659241,nan,nan,nan,nan,nan
174080,0.012512589804828167,0.159912109375,0.2,-7.573584905266761,0.6845544576644897,0.0003,-0.017832431942224503,-0.01906389651921927,0.007609122729627415,nan,nan,nan,nan,nan
176128,0.015563184395432472,0.16748046875,0.2,-7.519599828124046,0.7773088216781616,0.0003,-0.029077954590320587,-0.02159746464312775,0.018146601707849187,nan,nan,nan,nan,nan
178176,0.012638997286558151,0.144189453125,0.2,-7.476136928796768,0.8988050222396851,0.0003,-0.03386203199625015,-0.017891449817398097,0.007815375967038563,nan,nan,nan,nan,nan
180224,0.011686325073242188,0.14951171875,0.2,-7.450952692329883,0.7429880499839783,0.0003,-0.013964278623461723,-0.01675242798519321,0.005738651603314793,nan,nan,nan,nan,nan
182272,0.015628177672624588,0.187109375,0.2,-7.411634722352028,0.7184922099113464,0.0003,-0.007140408270061016,-0.020778030720248353,0.00317890926344262,nan,nan,nan,nan,nan
184320,0.012019382789731026,0.125439453125,0.2,-7.363941188156605,0.7863706946372986,0.0003,-0.003531551919877529,-0.015655353690090124,0.006878424154274398,nan,nan,nan,nan,nan
186368,0.013361340388655663,0.157763671875,0.2,-7.3583742961287495,0.6985013484954834,0.0003,-0.045378971844911575,-0.0177449792434345,0.004635149835667107,nan,nan,nan,nan,nan
188416,0.01338076964020729,0.15419921875,0.2,-7.327563011646271,0.687917947769165,0.0003,-0.025300901383161545,-0.01979966089129448,0.003004951059483574,nan,nan,nan,nan,nan
190464,0.013822989538311958,0.150537109375,0.2,-7.298802316188812,0.6797018051147461,0.0003,0.008904922753572464,-0.015726904099574314,0.0025479409232502803,nan,nan,nan,nan,nan
192512,0.010759695433080196,0.143212890625,0.2,-7.308581554889679,0.8056890964508057,0.0003,-0.01708425208926201,-0.01687034276110353,0.0022255029492953327,nan,nan,nan,nan,nan
194560,0.014997586607933044,0.176513671875,0.2,-7.338130661845208,0.8201884031295776,0.0003,-0.03563954681158066,-0.017794320703251286,0.0022793882268160814,nan,nan,nan,nan,nan
196608,0.015691477805376053,0.165625,0.2,-7.360567550361156,0.8325628638267517,0.0003,-0.014788281172513962,-0.023132419551257045,0.0029905313360359285,nan,nan,nan,nan,nan
198656,0.013973674736917019,0.1736328125,0.2,-7.347369287908077,0.7641782164573669,0.0003,-0.01622088812291622,-0.022410705912625416,0.002562413004125119,nan,nan,nan,nan,nan
200704,0.01300995796918869,0.160693359375,0.2,-7.346556684374809,0.870126485824585,0.0003,-0.04935458302497864,-0.0190843783391756,0.005315898136541364,nan,nan,nan,nan,nan
202752,0.012947074137628078,0.14970703125,0.2,-7.334617237746715,0.6588796377182007,0.0003,-0.012293495237827301,-0.021389986883150414,0.0028830279898102162,nan,nan,nan,nan,nan
204800,0.013873596675693989,0.16845703125,0.2,-7.300497740507126,0.7794547080993652,0.0003,-0.00666802516207099,-0.01984368267512764,0.00193285302593722,nan,nan,nan,nan,nan
206848,0.013606658205389977,0.189013671875,0.2,-7.284586603939533,0.8639051914215088,0.0003,-0.05022519454360008,-0.020249789138324557,0.001649287549116707,nan,nan,nan,nan,nan
208896,0.016823742538690567,0.202880859375,0.2,-7.269900053739548,0.8117004632949829,0.0003,-0.042249761521816254,-0.022145437200379092,0.00421389580151299,nan,nan,nan,nan,nan
210944,0.01580876111984253,0.182958984375,0.2,-7.221513411402702,0.676727831363678,0.0003,-0.05925823003053665,-0.021349735771946144,0.0032161116563656834,nan,nan,nan,nan,nan
212992,0.01686236634850502,0.16572265625,0.2,-7.207572677731514,0.8197163343429565,0.0003,-0.04061221703886986,-0.021615060503972928,0.002742924249832868,nan,nan,nan,nan,nan
215040,0.012075752019882202,0.148388671875,0.2,-7.204316864907741,0.8543288707733154,0.0003,-0.03606744110584259,-0.016279505103011616,0.001625147117920278,nan,nan,nan,nan,nan
217088,0.0136391781270504,0.15947265625,0.2,-7.195639064908027,0.8401640057563782,0.0003,-0.03238947317004204,-0.019496226131741422,0.002531655743223382,nan,nan,nan,nan,nan
219136,0.01438523456454277,0.183984375,0.2,-7.147769936919213,0.8166500926017761,0.0003,-0.018582966178655624,-0.021457291237311438,0.003214775702508632,nan,nan,nan,nan,nan
221184,0.01458742469549179,0.1798828125,0.2,-7.100023438036442,0.874981164932251,0.0003,-0.021917251870036125,-0.01764731940056663,0.0016389387288654688,nan,nan,nan,nan,nan
223232,0.013774796389043331,0.17060546875,0.2,-7.08248585164547,0.8799794912338257,0.0003,-0.0286390483379364,-0.02142835683262092,0.0014998711349107907,nan,nan,nan,nan,nan
225280,0.014872496947646141,0.168994140625,0.2,-7.056294347345829,0.8620394468307495,0.0003,-0.03435056284070015,-0.01930682849342702,0.001750077699580288,nan,nan,nan,nan,nan
227328,0.013479182496666908,0.175244140625,0.2,-7.023411306738853,0.8240589499473572,0.0003,0.002697054762393236,-0.016453482938959495,0.002701609835276031,nan,nan,nan,nan,nan
229376,0.01563597470521927,0.179248046875,0.2,-7.014274388551712,0.8751753568649292,0.0003,-0.01209679152816534,-0.01792446967883734,0.0017035457014571876,nan,nan,nan,nan,nan
231424,0.012520870193839073,0.16298828125,0.2,-7.013845686614514,0.7915042042732239,0.0003,-0.04784725606441498,-0.01782718297909014,0.002053646221247618,nan,nan,nan,nan,nan
233472,0.015748459845781326,0.180517578125,0.2,-6.99405235350132,0.8474246263504028,0.0003,-0.030216041952371597,-0.021980483614606784,0.00170367546070338,nan,nan,nan,nan,nan
235520,0.012136368080973625,0.1595703125,0.2,-6.987291932106018,0.8614547848701477,0.0003,-0.02797841466963291,-0.01758217187016271,0.0016347958326150547,nan,nan,nan,nan,nan
237568,0.01333536859601736,0.16875,0.2,-6.982030355930329,0.8942650556564331,0.0003,-0.0450221486389637,-0.021291761178872548,0.0014119740273599746,nan,nan,nan,nan,nan
239616,0.016489483416080475,0.194921875,0.2,-6.95426078736782,0.9010486602783203,0.0003,-0.008073357865214348,-0.021624195424374194,0.0015205928717477945,nan,nan,nan,nan,nan
241664,0.01452038437128067,0.177294921875,0.2,-6.947482290863991,0.7479038238525391,0.0003,-0.0401395820081234,-0.018633339263033122,0.004678995577705791,nan,nan,nan,nan,nan
243712,0.01692197471857071,0.1603515625,0.2,-6.904260763525963,0.8611150979995728,0.0003,-0.04658984765410423,-0.022136991006846074,0.001684381361155829,nan,nan,nan,nan,nan
245760,0.016912955790758133,0.170458984375,0.2,-6.840444160997867,0.8981508612632751,0.0003,-0.026781659573316574,-0.020103477573138663,0.0014572105636034393,nan,nan,nan,nan,nan
247808,0.0149498600512743,0.162109375,0.2,-6.8147760927677155,0.91126549243927,0.0003,-0.008144215680658817,-0.016575341210409534,0.0017477848818089115,nan,nan,nan,nan,nan
249856,0.01316886954009533,0.152880859375,0.2,-6.800739561021328,0.9038939476013184,0.0003,-0.038765132427215576,-0.02041373617685167,0.0019298102561151609,nan,nan,nan,nan,nan
251904,0.017758740112185478,0.197412109375,0.2,-6.792600531876087,0.8896154761314392,0.0003,-0.022142719477415085,-0.022640060241974423,0.0023481705335143487,nan,nan,nan,nan,nan
253952,0.012555249966681004,0.17001953125,0.2,-6.786698184907436,0.8750442266464233,0.0003,-0.006605028174817562,-0.017374595389992465,0.0017828731555709965,nan,nan,nan,nan,nan
256000,0.015706663951277733,0.163330078125,0.2,-6.762560455501079,0.8485073447227478,0.0003,-0.050040215253829956,-0.022717139812448293,0.0022338663820846705,nan,nan,nan,nan,nan
258048,0.014111053198575974,0.169775390625,0.2,-6.712425537407398,0.8724527955055237,0.0003,-0.045986223965883255,-0.021355350654630456,0.00239583124875935,nan,nan,nan,nan,nan
260096,0.01415224839001894,0.188134765625,0.2,-6.682393282651901,0.8913896083831787,0.0003,-0.044882405549287796,-0.024667684160522185,0.0018539906543082907,nan,nan,nan,nan,nan
262144,0.01377299427986145,0.171728515625,0.2,-6.665245984494686,0.876684308052063,0.0003,-0.031431566923856735,-0.019923513014509807,0.0016408964129368542,nan,nan,nan,nan,nan
264192,0.014517762698233128,0.185693359375,0.2,-6.646969303488731,0.8796961903572083,0.0003,-0.056736208498477936,-0.023497933261387514,0.0016381096123950557,nan,nan,nan,nan,nan
266240,0.014656348153948784,0.1826171875,0.2,-6.62915689945221,0.9046443700790405,0.0003,-0.0471157431602478,-0.020425535451067844,0.001491505601006793,nan,nan,nan,nan,nan
268288,0.017440147697925568,0.199169921875,0.2,-6.599460700154305,0.9049696326255798,0.0003,0.003764666384086013,-0.022946988021431025,0.001531671154043579,nan,nan,nan,nan,nan
270336,0.013978786766529083,0.181298828125,0.2,-6.562775774300098,0.8874147534370422,0.0003,-0.0030519242864102125,-0.020989357747021133,0.0018895223627623636,nan,nan,nan,nan,nan
272384,0.016630880534648895,0.1845703125,0.2,-6.542593547701836,0.9310319423675537,0.0003,-0.018258191645145416,-0.02128626010089647,0.0010892980946664466,nan,nan,nan,nan,nan
274432,0.019262447953224182,0.18818359375,0.2,-6.5105668410658835,0.9250248670578003,0.0003,-0.012817366980016232,-0.019925931337638758,0.0013161508250050247,nan,nan,nan,nan,nan
276480,0.015097706578671932,0.19697265625,0.2,-6.477137383818627,0.9116542935371399,0.0003,-0.0031199813820421696,-0.0238008237327449,0.0015257679182468565,nan,nan,nan,nan,nan
278528,0.01408238336443901,0.182275390625,0.2,-6.431894020736218,0.9218173623085022,0.0003,-0.048513177782297134,-0.021080452424939722,0.0015895343212832813,nan,nan,nan,nan,nan
280576,0.015301575884222984,0.202490234375,0.2,-6.390968126058579,0.9337931275367737,0.0003,-0.023735428228974342,-0.022630100183596367,0.001158573214252101,nan,nan,nan,nan,nan
282624,0.01828055828809738,0.230126953125,0.2,-6.3481165885925295,0.9090006947517395,0.0003,-0.019266201183199883,-0.025408513392903842,0.0017953093227333738,nan,nan,nan,nan,nan
284672,0.017121076583862305,0.192919921875,0.2,-6.3118014395236965,0.9296915531158447,0.0003,-0.05150899663567543,-0.021520197289646603,0.00109305104942905,nan,nan,nan,nan,nan
286720,0.018498092889785767,0.22568359375,0.2,-6.319013628363609,0.9163011312484741,0.0003,-0.04657713696360588,-0.02395442331689992,0.0013491772203451547,nan,nan,nan,nan,nan
288768,0.019125351682305336,0.21044921875,0.2,-6.286457617580891,0.9283545017242432,0.0003,-0.03926580026745796,-0.025605140947300244,0.0012298821373406099,nan,nan,nan,nan,nan
290816,0.01654357835650444,0.1939453125,0.2,-6.237896384298802,0.9365319609642029,0.0003,-0.02042970433831215,-0.02202741970831994,0.001136905976545677,nan,nan,nan,nan,nan
292864,0.017290938645601273,0.203369140625,0.2,-6.2019527614116665,0.9421733021736145,0.0003,-0.04167832434177399,-0.022726149593654554,0.000983963582530123,nan,nan,nan,nan,nan
294912,0.0185278058052063,0.199462890625,0.2,-6.173749989271164,0.9222214818000793,0.0003,-0.03206291422247887,-0.024346992923528887,0.001390449140308192,nan,nan,nan,nan,nan
296960,0.018674537539482117,0.23447265625,0.2,-6.138173644244671,0.9436516165733337,0.0003,-0.052835188806056976,-0.027437726530479267,0.0011226963095396058,nan,nan,nan,nan,nan
299008,0.01682882383465767,0.19912109375,0.2,-6.1401412189006805,0.94443678855896,0.0003,-0.04069266468286514,-0.018941372906556352,0.0011496041959617286,nan,nan,nan,nan,nan
301056,0.01574581116437912,0.184326171875,0.2,-6.15078434497118,0.8898738026618958,0.0003,-0.017197156324982643,-0.021109667113341855,0.002023918575468997,nan,nan,nan,nan,nan
303104,0.017870601266622543,0.204833984375,0.2,-6.129286277294159,0.9400169849395752,0.0003,-0.019966818392276764,-0.022252337765530684,0.0011042065600122442,nan,nan,nan,nan,nan
305152,0.0194549597799778,0.224462890625,0.2,-6.085384930670261,0.9382326006889343,0.0003,-0.03999146819114685,-0.02373126491875155,0.001126573173496581,nan,nan,nan,nan,nan
307200,0.015121813863515854,0.17177734375,0.2,-6.084154780209064,0.9338160157203674,0.0003,-0.02903612330555916,-0.022853072424186393,0.001376976382380235,nan,nan,nan,nan,nan
309248,0.018053507432341576,0.207275390625,0.2,-6.096883437037468,0.9284600615501404,0.0003,-0.015366490930318832,-0.02308216319506755,0.0013359423384827096,nan,nan,nan,nan,nan
311296,0.016034312546253204,0.20537109375,0.2,-6.085491819679737,0.9041236639022827,0.0003,-0.017973562702536583,-0.022662446051981533,0.001883916460974433,nan,nan,nan,nan,nan
313344,0.01551754679530859,0.205712890625,0.2,-6.074243485927582,0.9436238408088684,0.0003,-0.06086012348532677,-0.025323831920104567,0.0010241505762678571,nan,nan,nan,nan,nan
