controller,scenario_id,rmse,rmse_std,final_energy_J,step_energy_total_J,step_energy_std_J,mean_power_W,std_power_W,max_power_W,late_error_mean
MPC,1,0.11152757222297807,0.06522146877503379,89.28228724874417,89.28228724874408,0.2959764996542754,2.232057181218602,2.9597649965427544,28.61107812642894,0.07844333238444384
MPC,2,0.13281938072399735,0.09225769990446012,111.10508540811172,111.10508540811176,0.5530245413028726,2.777627135202794,5.530245413028726,61.682048680032,0.07382586483584339
MPC,3,0.13356905951695217,0.09305913487758662,105.96424177329231,105.96424177329229,0.5564961858950143,2.6491060443323073,5.564961858950142,61.68202059369077,0.08122175122104076
MPC,4,0.13911883259957014,0.09765754071309658,112.66429879837472,112.66429879837473,0.5299409131221255,2.8166074699593686,5.299409131221256,53.82539142164927,0.07842975392801114
MPC,5,0.13770918266692492,0.09915770041048486,107.37549119758472,107.37549119758472,0.5506016252735748,2.6843872799396182,5.506016252735748,53.82547579648111,0.07192068867032417
MPC,6,0.17725777228048684,0.13904868114601363,141.22781723805423,141.22781723805426,0.8793218594463221,3.530695430951357,8.793218594463221,85.02235733588296,0.07659375180392033
